delta,theta,alpha,beta,label,subject_id
2.2190885009238267e-11,5.84147591757767e-12,9.933625220275773e-13,5.747062623920791e-13,REM,7202
1.8413872147556627e-11,4.146661751387116e-12,3.384568485221702e-12,1.4013254037623678e-12,N2,7202
1.640945854812208e-10,6.4757678520506384e-12,7.89283302039315e-12,4.630498094339992e-13,N3,7202
6.518556691306729e-11,3.70370775349557e-12,7.1777939703911905e-12,1.4734559497490795e-12,N2,7202
1.2327183217029878e-10,7.252922226550181e-12,5.686611928174183e-12,1.5433980567303445e-12,N3,7202
8.605415809339491e-11,4.480915870900536e-12,5.589304255622737e-12,1.0120695319034853e-12,N2,7202
1.7233571167039518e-10,6.026627012094163e-12,3.829663995553132e-12,7.20360572354332e-13,N3,7202
1.5743392647158357e-10,6.121213662159985e-12,4.666954981681338e-12,1.0312334845501203e-12,N2,7202
1.9078331858251806e-10,6.378229605220309e-12,5.1447189787802264e-12,6.870398995219093e-13,N3,7202
7.009979703107988e-11,3.393263293137763e-12,3.4184291541475384e-12,6.206145043167069e-13,N2,7202
3.6246171659563186e-10,6.404005987831871e-12,4.158067802276231e-12,7.727722583045498e-13,N3,7202
8.4426262719306e-11,3.79463207072082e-12,4.386001150760169e-12,1.0437397857608587e-12,N2,7202
1.177466489956936e-10,5.579955945589299e-12,4.107971157991937e-12,8.573891569549209e-13,N3,7202
8.750758082527496e-11,4.0861283469860995e-12,3.555569322507258e-12,6.055013935913795e-13,N2,7202
2.224800239666002e-10,4.60439639766164e-12,6.099320542523288e-12,6.567046369221064e-13,N3,7202
9.586638665929621e-11,4.5921493626924794e-12,4.477467883872835e-12,1.2621453006374916e-12,N2,7202
1.40035670047222e-10,5.8669649087105195e-12,5.076697003524168e-12,8.392432229105278e-13,N3,7202
1.0569365879397443e-10,3.742927581154374e-12,2.807608608772544e-12,3.5055420480057773e-13,N2,7202
1.727495864985478e-10,7.087217302294336e-12,6.639619214329977e-12,5.504864188767711e-13,N3,7202
1.7839201845546119e-10,5.4287228775262415e-12,2.8774755579453677e-12,5.573757956170415e-13,N2,7202
1.531346493436962e-10,4.223380765164837e-12,3.854791041672173e-12,4.873914377332208e-13,N3,7202
7.50641133614356e-11,3.662797250300607e-12,3.1690124386331743e-12,1.2175540254590458e-12,N2,7202
2.6986311414474804e-10,5.848914832678655e-12,3.272814710696398e-12,7.405674176244144e-13,N3,7202
7.306943360553549e-11,3.434978111257842e-12,2.5834325547902545e-12,6.19597385779168e-13,N2,7202
2.1783285377804347e-10,5.068933024591281e-12,3.3951573854289093e-12,8.188844462851078e-13,N3,7202
9.565088393642837e-11,3.631419917618407e-12,4.1228490250436736e-12,1.3659241501326279e-12,N2,7202
1.8265869801858592e-10,9.36218985675885e-12,5.6787944648436135e-12,7.250643349043784e-13,N3,7202
3.786759172062342e-10,1.4231252622757238e-11,9.420656436394765e-12,2.240736208166181e-12,Wake,7202
2.511404441414697e-10,5.099812178569989e-12,3.444253333279162e-12,9.053233053108952e-13,N1,7202
2.7499878359567314e-10,9.935608361507887e-12,5.232717037555308e-12,1.087312703860212e-12,N2,7202
1.2381123532122276e-11,3.730393933025021e-12,6.546236552691515e-13,4.083514691055202e-13,REM,7202
4.363946133088243e-11,3.825478424370131e-12,7.909316219407348e-13,6.766357339731143e-13,N2,7202
2.25128423034767e-10,1.2515491263173836e-11,1.2007893183149566e-11,2.0476229101469056e-12,Wake,7202
1.9939902364170364e-11,2.689913817374209e-12,2.482895337374945e-12,1.4924721612437583e-12,N1,7202
1.1344118128689365e-10,3.5694149987464703e-12,2.298822688447963e-12,9.541609885565286e-13,N2,7202
8.217648463135062e-11,6.672076040702715e-12,3.02940497192023e-12,8.58178923035721e-13,REM,7202
7.824861217184446e-11,2.3006190851368684e-12,1.97021353846778e-12,1.2212807445204796e-12,N1,7202
1.8457838568588766e-11,3.0418763285110475e-12,1.6722497661911432e-12,9.878298622180384e-13,N2,7202
3.7391712693948576e-11,9.88228125354185e-13,8.76917680753869e-13,8.600448392155471e-13,Wake,7202
1.3378646102543884e-11,2.9291085468012253e-12,9.860820840177459e-13,5.211150077023558e-13,N1,7202
1.5361141099953683e-11,2.761001640290715e-12,1.530516221752626e-12,6.374779005993068e-13,N2,7202
1.3404726984116137e-11,5.49239380947509e-12,8.532617567239835e-13,4.674823654262729e-13,REM,7202
7.4678834157336e-12,1.330739246051336e-12,7.267960775087941e-13,4.705868736003968e-13,N2,7202
6.883732410617264e-10,2.58387433317889e-12,1.6957710158883082e-12,1.5297960993104133e-12,Wake,7202
8.010288888763845e-12,1.3591893709949581e-12,4.214206385962636e-13,4.2318939964547177e-13,N1,7202
1.3334327567129724e-11,2.9359476659460204e-12,5.297542192160148e-13,4.0139779682488083e-13,N2,7202
1.0132103802439628e-11,3.9473941267452095e-12,6.396265320009357e-13,2.6760348559832705e-13,REM,7202
1.6258053738337303e-11,1.4206411728500037e-12,1.1483856380603919e-12,9.039412276806967e-13,Wake,7202
8.593413518853686e-12,2.9279618446726433e-12,5.250273390584941e-13,3.770876074902078e-13,N1,7202
1.0309883881147742e-11,2.287506598513528e-12,7.103529298926386e-13,5.057265859718119e-13,N2,7202
1.8667182932160486e-11,3.8050592089951104e-12,1.054617276196392e-12,5.333357468976076e-13,N1,7202
2.6081105146328076e-11,6.2095094715044324e-12,2.6310185411704635e-12,1.5647362286088968e-12,N2,7202
1.2807974839025126e-11,3.5991914455577624e-12,6.581399170519018e-13,2.8696179511050637e-13,REM,7202
2.5583980108842726e-11,1.2437907185370296e-12,9.339609555508088e-13,8.429059687013576e-13,N1,7202
1.1862331167386634e-11,1.5459313891723058e-12,7.002850182293008e-13,6.405658095514609e-13,N2,7202
1.03263631871331e-11,2.29829240601911e-12,4.418655314022639e-13,2.9134255523038055e-13,REM,7202
1.3364636357475067e-11,1.1341316128242555e-12,1.1318155945814274e-12,1.0869544985987614e-12,N1,7202
1.9207201230888e-11,3.0461426581356635e-12,8.39091448443953e-13,6.112067389201773e-13,N2,7202
1.498340888868609e-11,4.448985612563743e-12,3.3066496701394048e-12,7.150009793133092e-13,N1,7202
2.4900682293459398e-11,3.6113394661523214e-12,6.146963667214156e-12,1.0755547933657388e-12,N2,7202
2.484856196320438e-10,1.406823321561475e-11,1.0858147958396687e-11,2.9947603633306023e-12,N1,7202
1.565064073183984e-11,1.850921181613174e-12,8.537280463575372e-13,4.407531951216735e-13,N2,7202
3.463336665821044e-11,2.9053646150714213e-12,2.700753887322618e-12,1.6072977273488954e-12,Wake,7202
7.252877981282872e-12,1.1804561373670697e-12,4.775144529694244e-13,3.896742517286043e-13,N1,7202
2.629200387658587e-10,2.4451393949526504e-12,1.631979444073344e-12,1.683318360091289e-12,Wake,7202
4.1741686487818095e-12,8.452638062866029e-13,7.333976986377547e-13,4.788735950186506e-13,N1,7202
1.4924210203908114e-11,1.2146619008915828e-12,9.56252508177298e-13,7.469994756316899e-13,Wake,7202
1.5041319087571355e-11,2.3368609258469275e-12,1.4456110670263539e-12,1.371134595790595e-12,N1,7202
1.4122847732402193e-11,1.936980357190724e-12,1.4515456983641422e-12,5.976504287886535e-13,N2,7202
2.8044144608166902e-11,6.008625712914828e-12,1.136228273016562e-12,4.1599901148529403e-13,REM,7202
1.872497349112215e-11,3.0189754019500842e-12,2.4178917593156096e-12,1.5422340820305605e-12,Wake,7202
7.969815703479483e-12,1.8451812785856478e-12,8.524408582773733e-13,4.638639075055707e-13,N1,7202
8.477337861491787e-12,2.4454417778134423e-12,8.199408275196e-13,3.4989713965704497e-13,REM,7202
8.753962499229247e-12,2.0357679347778273e-12,9.464568728919264e-13,4.790712545921269e-13,N1,7202
1.2011013262174101e-11,6.396933436499856e-12,8.578616749885786e-13,3.3926966950866683e-13,REM,7202
1.3509609790659827e-11,4.74176035126829e-12,1.0423424804837922e-12,2.8962407377758923e-13,REM,7202
1.0888077799831458e-11,3.240166112610599e-12,8.092775543167291e-13,5.84136688640852e-13,N1,7202
2.0588300230970493e-11,1.7586248196845812e-12,1.1655557818446673e-12,1.0158761621453587e-12,N2,7202
2.9064079146006784e-11,4.190190132997642e-12,3.208616766142687e-12,1.6233427129980734e-12,Wake,7202
1.4364081089887174e-09,1.3957219324246833e-10,1.1358104101403679e-10,1.4009275605884283e-10,Wake,7211
1.5297063408448887e-11,3.2917575713687643e-12,2.203768489348063e-12,2.3473101910681326e-12,N1,7211
1.0012443854544013e-11,4.463327870138034e-12,5.211403445342592e-12,3.9956107627300925e-12,Wake,7211
1.1109948050483878e-11,4.079012934353254e-12,4.4003047915068185e-12,3.346093232539272e-12,N1,7211
2.5479099657790718e-11,4.4252265875235066e-12,5.463043307459414e-12,4.630466229375062e-12,Wake,7211
1.9134841380514106e-11,3.3814270710520063e-12,2.9494710022012214e-12,2.8602849795553806e-12,N1,7211
1.5702926959452067e-10,1.89496125231746e-11,7.2436725346147656e-12,3.5539331729815555e-12,N2,7211
9.688005461199363e-11,1.837208980122573e-11,1.0788533061210705e-11,3.6864687299386174e-12,N3,7211
1.111003066001461e-10,1.912238897642675e-11,1.3669294041336034e-11,5.135400969413824e-12,N2,7211
9.99715581992256e-11,2.3248326891877278e-11,2.0294558232858405e-11,4.547208599291275e-12,N3,7211
1.2769805424667672e-10,1.1606246854516328e-11,1.1062550522224087e-11,2.653106001468615e-12,N2,7211
1.794082037133472e-10,1.3494835904117088e-11,1.1825487547878633e-11,4.91765369147917e-12,N3,7211
1.008530983139159e-10,1.2370771284014734e-11,6.096760705507362e-12,2.9498062570735213e-12,N2,7211
1.311120606587046e-10,9.933923950018377e-12,1.1986365405157149e-11,2.9981497688534624e-12,N3,7211
9.805590179454145e-11,1.580801844610133e-11,1.1017874559926694e-11,4.9389558673512946e-12,N2,7211
3.2131660462741806e-10,1.349978692130517e-11,1.0642473986519055e-11,2.868802687027459e-12,N3,7211
2.214612891561121e-10,1.5049038913643252e-11,1.0714364641560125e-11,3.6990249244295525e-12,N1,7211
8.46605681870341e-11,7.253977437619873e-12,5.379877416605115e-12,2.688708574614858e-12,N2,7211
2.2243530011730728e-10,1.656724397229828e-11,1.379436287054798e-11,2.867118433780392e-12,N3,7211
1.8689093923025699e-10,1.496102367607023e-11,1.182562858951854e-11,2.172782145428588e-12,N3,7211
1.7972858369311774e-10,1.5216804032181058e-11,1.2768011899389306e-11,4.763474187228675e-12,N3,7211
4.692143907276147e-10,1.3974541002103844e-11,1.643396889898552e-11,4.318878902598329e-12,N3,7211
2.283219025731025e-10,1.536156968831211e-11,1.2336233213934001e-11,3.735811703736176e-12,N3,7211
2.6438679419012436e-10,1.1814919649681517e-11,1.2522079412166453e-11,4.156899923707141e-12,N3,7211
3.1352959740116677e-10,1.4379666897797245e-11,1.706212324247618e-11,6.4678987473461405e-12,N3,7211
2.8865977348657747e-10,1.4606074029462326e-11,1.4355671646885008e-11,1.875407018779986e-12,N3,7211
2.923783900183498e-10,1.423377581697519e-11,1.5196246274177626e-11,2.1195767064552337e-12,N3,7211
6.128724018834289e-10,2.2402556287711942e-11,1.5054779719704498e-11,1.840984130794045e-12,N3,7211
2.1726638179034814e-10,1.6187780563038403e-11,1.641358853389765e-11,1.980039094111659e-12,N3,7211
3.4027725931903347e-10,1.9522914673662036e-11,1.4010001068022211e-11,3.219995553844639e-12,N3,7211
4.422665892649793e-10,1.7555211179109835e-11,1.3177021184909046e-11,2.3307743811340777e-12,N3,7211
7.277715437302201e-10,1.3764436105100825e-11,1.7067839676556728e-11,2.3194512939569457e-12,N3,7211
2.313962286823837e-10,1.3298551035465985e-11,1.4285162456830367e-11,3.546040647291379e-12,N3,7211
2.2249320506011117e-10,1.4087544612497042e-11,1.7238610415247888e-11,3.729166746138417e-12,N3,7211
2.78805717731327e-10,8.274198095517658e-12,7.835089175511586e-12,1.7400517991310737e-12,N3,7211
3.0114740917085636e-10,1.3002030990217785e-11,8.364571807559778e-12,2.1862496793925093e-12,N3,7211
2.337732599044082e-10,1.0465391163027061e-11,6.67228089405601e-12,1.664886738052742e-12,N3,7211
4.185896314061344e-10,1.0375203346807803e-11,7.931014576643986e-12,1.75354233671859e-12,N3,7211
2.4949515618142267e-10,7.440459838119788e-12,5.441744394469396e-12,1.2297996096714957e-12,N3,7211
2.466864418100825e-10,1.1785264921191583e-11,1.0866894532374566e-11,6.274521883344562e-12,Wake,7211
5.6286601040604625e-11,7.130166905902926e-12,6.403365144545806e-12,3.188522870801095e-12,N1,7211
1.4912287921894278e-10,1.7214917864926576e-11,8.225430765344573e-12,3.1399731174127983e-12,N2,7211
2.6285621569825055e-11,7.527873350249987e-12,4.310900085554237e-12,2.325304106814101e-12,REM,7211
6.632251942307238e-11,1.163554263364877e-11,7.2284846611493354e-12,7.950177190529967e-12,N2,7211
2.041877140421954e-10,1.2223285353256808e-11,1.0401253918620182e-11,3.2302368165231908e-12,N3,7211
2.1490525836497134e-10,9.84607799378605e-12,9.468001918403745e-12,2.8014778728369706e-12,N2,7211
1.5647930521720035e-10,2.208393770479215e-11,1.782854378427518e-11,1.1413058863643922e-11,Wake,7211
1.4568614390012736e-10,8.821386459890052e-12,5.185153433562714e-12,2.2434567480240993e-12,N1,7211
4.327177444097773e-11,8.062173067512704e-12,7.949362331763809e-12,6.037850422168473e-12,N2,7211
1.350814849860648e-10,1.244097595233523e-11,1.118498335673168e-11,5.564793106797591e-12,N3,7211
8.803998358758992e-11,1.1719172209229201e-11,6.408331335878486e-12,7.394858556117789e-13,N2,7211
2.1738953057746912e-10,1.3195103658949517e-11,8.767556101751203e-12,3.619228389653382e-12,N3,7211
1.0715627841022586e-10,8.03294636331395e-12,9.022810778151448e-12,2.253920247315636e-12,N2,7211
2.0791100066802154e-10,1.106710425033186e-11,1.3521945298100928e-11,4.013298112799231e-12,N3,7211
1.935076401875512e-10,1.4356147765886723e-11,9.103616812348408e-12,2.7838007618654813e-12,N2,7211
2.9550398274903986e-10,1.5385869191278555e-11,9.38583990474005e-12,3.796670795443668e-12,N3,7211
4.797939849335124e-10,1.2223531210727735e-11,7.527824656415488e-12,5.211876706463715e-12,N3,7211
1.0331229301688192e-10,7.935296839713876e-12,6.116010938794853e-12,3.3828157457737904e-12,N2,7211
3.120270330587732e-10,1.1809973361685697e-11,8.571212722003855e-12,3.554393109239246e-12,N3,7211
4.0850891711775643e-10,1.893888582830298e-11,7.414526681361628e-12,4.549306097071553e-12,N3,7211
1.863114446281854e-10,1.2773425161941677e-11,5.8517916717471944e-12,1.3210990780769533e-12,N3,7211
1.4064028438410827e-10,1.0451267222320543e-11,8.08728523529225e-12,4.903343776398883e-12,N3,7211
4.522560480142537e-10,1.4735950995174766e-11,1.0410768198482064e-11,4.2980926538611125e-12,N3,7211
3.6463397650956273e-10,7.623273406298755e-12,7.347471677884406e-12,1.904059691243426e-12,N3,7211
1.4442479368439463e-10,1.3612378287912457e-11,8.071026429517942e-12,4.8616370305455034e-12,N3,7211
2.7901281390525415e-10,1.0425172062927749e-11,5.9834462620583916e-12,1.7163717486476688e-12,N3,7211
1.245631040932898e-10,1.0697911423102425e-11,8.14418052938097e-12,5.224310392204869e-12,N3,7211
4.087572103962486e-10,1.8942781135005014e-11,1.3566243827166102e-11,4.514092581491323e-12,N3,7211
1.634161393614464e-10,9.862260872528566e-12,8.874796653153208e-12,2.3772586046432474e-12,N3,7211
3.1889873888010354e-11,8.026918323816764e-12,9.868219714836029e-12,6.878315162548303e-12,N1,7211
4.401524667956249e-11,8.788664335044683e-12,6.8311163598909584e-12,3.1601704350084404e-12,N2,7211
1.8644615324018645e-11,3.915554757956531e-12,1.536563210237755e-12,2.0024621866126727e-12,REM,7211
3.607684545112775e-11,8.660665536861246e-12,4.6377476715895674e-12,3.5559834406982582e-12,N2,7211
1.0313733938448447e-10,5.240693481006117e-12,1.0616575736987528e-11,2.962511633166321e-12,N1,7211
3.9552980461825365e-10,6.29250414400997e-12,3.9078712969466776e-12,5.308146378225163e-12,Wake,7211
1.605194343566477e-11,2.797126448759138e-12,3.490956552527256e-12,3.3974237449913794e-12,N1,7211
1.978909894338968e-11,3.1808902682746443e-12,4.571592838783511e-12,2.766039487874725e-12,N2,7211
4.4737362574804927e-11,3.1598085609436096e-12,4.058910548721142e-12,3.5159297796660877e-12,N1,7211
2.1282591538216458e-11,7.298282981451926e-12,7.283183008090672e-12,5.562514571183716e-12,N2,7211
1.6535927808731558e-10,1.2568310951925966e-11,1.0682689944597292e-11,3.1775753996539647e-12,N3,7211
1.24971879936121e-10,1.0636461047692925e-11,9.012402176774132e-12,3.2645638891717306e-12,N2,7211
2.3308398334161935e-10,1.4842123217523367e-11,1.0638386800060736e-11,4.5797183156167895e-12,N3,7211
1.2994702419502514e-10,1.4064144569494312e-11,1.0166067220796524e-11,1.957530381368375e-12,N1,7211
4.747198136967378e-11,4.8587349246667785e-12,8.09119538084044e-12,2.988693522301737e-12,N2,7211
1.234765390559331e-10,1.1310341322443156e-11,6.4354878161584825e-12,3.1810065089977763e-12,N3,7211
5.335761090316907e-11,7.246499426891435e-12,5.677936404973301e-12,4.874775901986731e-12,N2,7211
2.0807622522221132e-10,1.7083019076038677e-11,1.2931411933377035e-11,2.5339925405593065e-12,N3,7211
9.95470772204506e-11,1.1763947312273201e-11,1.2469419058206327e-11,6.842247163371723e-12,Wake,7211
2.2431856052963902e-11,3.6258717594455823e-12,3.609857971658171e-12,1.636038431835749e-12,N1,7211
3.6475591381618406e-11,7.492858778995428e-12,5.002670076842019e-12,6.423833326126545e-12,N2,7211
2.688066958322653e-10,1.803947079697073e-11,1.2940468555633074e-11,2.0039503216921653e-12,N3,7211
8.69589683071811e-11,6.861238530830188e-12,7.404075616444076e-12,5.200584841092049e-12,N2,7211
1.318264505076123e-10,1.1080813759217033e-11,9.935430497966889e-12,4.831410062999799e-12,N3,7211
1.0688983532759918e-10,1.3171313967678955e-11,9.518808302931105e-12,6.388957582280094e-12,N2,7211
9.368653191029828e-11,7.104745587440251e-12,8.822289990393787e-12,2.8514163831171402e-12,N3,7211
1.0391873128286095e-10,8.429757362169147e-12,8.255658082025962e-12,3.1809842675031564e-12,N2,7211
1.679702625523735e-10,1.2476892010111234e-11,1.0159246381245258e-11,2.953900786027257e-12,N3,7211
9.544921776288881e-11,8.043915522443157e-12,5.302490835417177e-12,1.3963012401237645e-12,N2,7211
1.8630220316186209e-10,1.1456495348710309e-11,5.9303486505517506e-12,3.098869574747161e-12,N3,7211
1.3601470036727083e-10,1.1962192052897155e-11,1.1135585475639973e-11,5.552726708606164e-12,N2,7211
1.2129381448104933e-10,1.1313120441782516e-11,6.077295819073061e-12,1.7676799178702394e-12,N3,7211
1.52121713095586e-10,7.172840371475221e-12,6.300871651280956e-12,1.376764065979874e-12,N2,7211
2.3086357965998828e-10,1.6241896077784878e-11,9.384435644241864e-12,4.779819133111265e-12,N3,7211
1.471386435249068e-10,8.277134549654747e-12,6.884788717047205e-12,1.6918383420062906e-12,N2,7211
2.026605409745343e-10,9.722663335199872e-12,1.015875866192083e-11,3.1696493049066027e-12,N3,7211
8.383266689880452e-11,1.2291421395920352e-11,9.020139288442955e-12,3.1510907990570166e-12,N2,7211
1.9248873832939612e-10,1.090929401444145e-11,9.823424702649228e-12,3.297861605821034e-12,N3,7211
9.19034497665257e-11,7.27350790366811e-12,6.479075026373201e-12,1.5801200282388834e-12,N2,7211
2.058171281506684e-10,8.366722779111007e-12,8.886065452397098e-12,4.753329142224999e-12,N3,7211
1.0368536840719278e-10,7.895147857205212e-12,5.464083592227862e-12,1.1497176834783898e-12,N2,7211
1.3538554771401132e-10,8.853570732610576e-12,6.094070045229805e-12,3.2792925271953504e-12,N3,7211
1.405019808668916e-10,1.0337491065047069e-11,7.979853578172662e-12,1.836164865386508e-12,N2,7211
1.09945314768641e-10,7.920506691139395e-12,8.597062200661257e-12,1.4267764925102226e-12,N1,7211
1.3444579892146592e-10,8.363706146312827e-12,7.1695127221713284e-12,6.407953638577819e-12,Wake,7211
3.0436773473385763e-11,6.073422421452159e-12,8.461750336590026e-12,2.78330861043203e-12,N1,7211
1.296534779523058e-10,9.909770941487468e-12,7.759899928217513e-12,2.025169831401074e-12,N2,7211
2.9282005624319345e-11,7.127459583903314e-12,1.7284660964415534e-12,1.4779630314794701e-12,REM,7211
1.9889801122942378e-11,5.2840517288778805e-12,2.7744948127300695e-12,2.5627125502379945e-12,N2,7211
2.2520336459437134e-11,5.759803437340638e-12,5.884260870007577e-12,4.1887685425122025e-12,N1,7211
1.795289997424677e-11,6.344301027639202e-12,3.4521647612491616e-12,6.130552153443049e-12,N2,7211
2.9143863438748077e-11,9.558129766341464e-12,6.789490137746792e-12,3.588754616492108e-12,N1,7211
4.3805662320308e-11,6.456237611479877e-12,5.460276334608054e-12,2.4574002641863302e-12,N2,7211
1.1279530088071044e-10,4.9966411795644055e-12,5.377958135289223e-12,3.580185786120484e-12,N1,7211
2.990974562217358e-11,8.036519005210599e-12,6.468851170874959e-12,5.312275608279722e-12,N2,7211
1.0676595669454352e-10,5.6130775780106975e-12,3.982342362516853e-12,5.425966923615078e-12,Wake,7211
2.4716914919068176e-11,6.007689231214904e-12,5.234947654914771e-12,2.1266403771166576e-12,N1,7211
6.496942648608668e-11,7.536205469636926e-12,9.052096428431954e-12,2.2938829822663253e-12,N2,7211
1.4014722933147515e-10,1.3955780343979977e-11,9.622937721487087e-12,3.25413637180621e-12,N3,7211
4.7117384921622676e-11,7.264514525449623e-12,9.819444596469093e-12,2.071623876565689e-12,N2,7211
8.798954765808449e-11,1.209512445892015e-11,8.438442260292661e-12,3.738851925131756e-12,N3,7211
6.879222101649322e-10,1.773825883371506e-11,1.4119620702242745e-11,9.480472239658805e-12,Wake,7211
7.82931274524024e-12,2.444128716175074e-12,1.2825871262365688e-12,2.1527145968590283e-12,N1,7211
4.5540641817845834e-11,6.109098058863546e-12,8.08280671700206e-12,3.499059774882536e-12,Wake,7211
1.4817075425438853e-11,4.906357639041067e-12,1.6888806574572432e-12,1.3903309008669448e-12,N1,7211
6.268419483773473e-11,2.265645526807596e-11,7.752340421704834e-12,4.6283068105050955e-12,N2,7211
1.808526928000947e-11,6.44222591622734e-12,1.138909344356013e-12,1.2815684249939786e-12,REM,7211
1.1612272632319797e-11,3.693764850614159e-12,4.897578275073769e-12,2.578006769200487e-12,Wake,7211
1.730190945408866e-11,6.09501275031207e-12,3.5188410368899973e-12,2.5231964768447178e-12,N1,7211
1.4251675965529898e-11,4.817835096669323e-12,1.387082430880239e-12,9.08367114740744e-13,Wake,7211
1.5324657622957372e-11,4.820302934000719e-12,1.6303311430131606e-12,1.00173565023413e-12,REM,7211
1.1129415639008316e-11,3.898790018583722e-12,4.443947314636448e-12,3.177715706663051e-12,Wake,7211
1.5208869806486403e-11,4.146371232219137e-12,1.748057803099818e-12,1.452802090201428e-12,N1,7211
1.6739737651369427e-11,3.855370043232499e-12,1.1938913615667557e-12,1.4081040735378124e-12,REM,7211
7.679089269828497e-12,4.0986849178521894e-12,6.0163501216590615e-12,2.958133459746231e-12,Wake,7211
1.1277462517946066e-11,4.8632986255995235e-12,4.86732860359121e-12,2.377651052897706e-12,N1,7211
1.0943945410105129e-11,4.01881368228217e-12,4.735153816746342e-12,2.989141019935957e-12,Wake,7211
1.7550079005708813e-11,4.812882769712304e-12,4.2601955343254975e-12,2.186327855405327e-12,N1,7211
3.3044672670749196e-11,4.996934698163613e-12,1.8749983721724287e-12,2.2850865968610523e-12,N2,7211
1.0416784360621999e-11,3.0617885700117992e-12,4.673899382459464e-12,1.829389831323609e-12,N1,7211
4.702642737432302e-11,1.0252273651141935e-11,2.640850278767843e-12,2.0503483374230745e-12,N2,7211
2.178824598916609e-11,7.252341036737397e-12,7.948242676139115e-12,2.093701287710481e-12,N1,7211
2.7786884749347556e-11,1.2266968117901594e-11,6.016684440855821e-12,3.2267394314256417e-12,N2,7211
2.3138045801355946e-11,7.096390660899397e-12,5.595946407412802e-12,2.324148757200114e-12,N1,7211
6.22865360080764e-11,1.1995682879299341e-11,5.0638316371305164e-12,3.887411844379201e-12,N2,7211
8.623748942454141e-12,2.88099676297448e-12,6.320741172828541e-12,3.5983080161362414e-12,Wake,7211
1.2259851597567333e-11,3.2456867664089763e-12,3.189967887672854e-12,2.796505387724619e-12,N1,7211
3.056802085624628e-11,9.951192532923437e-12,5.4214608057402246e-12,1.5617425924296754e-12,N2,7211
8.940504480982555e-11,9.1864205390529e-12,1.1027155746118333e-11,2.815398929253151e-12,N1,7211
7.710645115513499e-11,7.988918285571132e-12,5.4862792105341575e-12,2.819155185935778e-12,N2,7211
1.5686072334734733e-10,1.7117562412252425e-11,9.241640012972029e-12,4.402096404964292e-12,N1,7211
4.225588760043245e-11,1.1772415827796226e-11,7.150327978994646e-12,2.638279641895935e-12,N2,7211
4.2386463349343164e-11,5.651853146227785e-12,1.9771844950666815e-12,9.18629434162088e-13,REM,7211
1.6776224178500613e-10,5.919307952788447e-12,5.746708874889631e-12,3.727787498815663e-12,Wake,7211
1.0469050001200922e-11,2.7710129579011387e-12,2.7291260802374607e-12,2.1447783127230568e-12,N1,7211
1.488825207596593e-11,2.957437102847049e-12,2.287033251447185e-12,1.6657407975031143e-12,N2,7211
2.7066561861045182e-11,5.492964723304013e-12,8.974692048411805e-12,3.2344377672265363e-12,Wake,7211
3.7009554757646066e-10,3.893754392710377e-11,8.507063763954928e-12,2.2643905937025207e-12,Wake,7212
1.7323803170445004e-11,5.562197087318726e-12,5.033463587629745e-12,2.107827706059336e-12,N1,7212
2.44494584947402e-10,9.913170845796284e-12,5.395404658208646e-12,3.404443401366705e-12,Wake,7212
1.247012112958427e-11,2.376881047601314e-12,4.040295000345823e-12,1.9409341200975718e-12,N1,7212
1.9242252244863298e-11,1.919362603778226e-12,4.315470972567701e-12,2.539428447174526e-12,Wake,7212
1.570080236890935e-11,6.31384304891557e-12,6.584126576670218e-12,2.0942986709462497e-12,N1,7212
1.317273118840088e-11,2.1511763628475985e-12,3.3700679158269305e-12,1.8149889131425446e-12,Wake,7212
1.1828410281169496e-11,3.1017280450382343e-12,2.4490615294934835e-12,1.169102990928667e-12,N1,7212
1.7941049577872143e-11,7.241353157457395e-12,6.394164776446318e-12,2.9911461263662374e-12,Wake,7212
3.792792871461793e-11,4.43013687886632e-12,5.532738139977176e-12,2.100496404291602e-12,N1,7212
1.0399746525555477e-10,3.041430098256878e-11,7.881144189155387e-12,2.7313381943123608e-12,N2,7212
1.3328698107552701e-10,2.702283063514725e-11,1.0768060362077487e-11,2.8693140978559664e-12,N3,7212
1.3883088058349904e-10,2.4826390865028504e-11,1.1794168427420786e-11,3.4023496608773125e-12,N2,7212
2.497827662652269e-10,2.6495721490243218e-11,1.0324828427882323e-11,2.772772749443603e-12,N3,7212
2.8921599277041697e-10,2.862760232155756e-11,1.929603086208177e-11,2.4331993891802734e-12,N3,7212
2.906885865643464e-10,2.8733028880431654e-11,1.6028270680978347e-11,2.5929500703940918e-12,N3,7212
2.7947434367454557e-10,1.9592526115835592e-11,1.3115800605631788e-11,1.402995529508107e-12,N3,7212
1.9195008590520133e-10,1.629688757309529e-11,1.3258940442036786e-11,1.940359550787517e-12,N3,7212
4.1511719751197337e-10,1.9539503386518945e-11,1.2997867000277455e-11,2.004844364187745e-12,N3,7212
3.1266279359817823e-10,3.30442627107161e-11,1.2936381044435502e-11,5.777542374164835e-12,N3,7212
4.836647335875693e-10,2.7205507156122734e-11,1.5215305778917436e-11,1.6611777322120562e-12,N3,7212
3.1823189160077087e-10,2.990197295169389e-11,1.8262742688310432e-11,1.9827140989390283e-12,N3,7212
2.9344982781602514e-10,1.7691746709742794e-11,1.3043471462996187e-11,1.7416707403036522e-12,N3,7212
3.57703124418329e-10,1.7097395697043744e-11,1.2348782112473938e-11,4.8087299999931405e-12,Wake,7212
